Total: 275
6431.5 	 .
7223 	 
7677 	 
7902 	 
8289 	 
8720 	 
10393 	 .
10883 	 
11556 	 .
12014 	 
12289 	 
12954 	 
13655 	 
14414.5 	 .
14943 	 
15219 	 .
15455.5 	 .
15727.75 	 ..
16216.5 	 .
16707 	 
17084 	 ..
18119.833333333332 	 ....
18541 	 
18879 	 .
19643.5 	 .
19906.666666666668 	 ..
20214.833333333332 	 ....
20874 	 ..
21297.666666666668 	 ..
21615.5 	 ..
21985 	 ..
22355 	 ....
22827 	 .
23083.5 	 ..
23473 	 ....
24016.5 	 .
24362 	 .....
24670 	 ..
24963.5 	 ..
25235.333333333332 	 ..
25524.625 	 .....
25805.4 	 ...
26242.75 	 .....
26801.454545454544 	 ........
27170.8 	 ...
27439.571428571428 	 .....
27690.5 	 .
28026 	 ...
28388.333333333332 	 ..
28986.555555555555 	 ......
29277 	 .
29578 	 ..
29868 	 ..
30220.5 	 ........
30634.5 	 .
30965.666666666668 	 ....
31268.25 	 ..
31493.2 	 ...
31755 	 
32088.666666666668 	 ..
32451.666666666668 	 ..
32814 	 ..
33455 	 
34122 	 ..
34508.75 	 ..
34783.5 	 .
35456.5 	 .
35902 	 
36498 	 
37166 	 
37420 	 
37764 	 
38122 	 
38591 	 
39091 	 .
39500.333333333336 	 ..
39853.5 	 .
40213.5 	 .
40463 	 
41032 	 
41288 	 .
41604.5 	 .
42150.333333333336 	 ..
42666.666666666664 	 ..
43152 	 
43409 	 
45551 	 
47090.333333333336 	 ..
47824 	 
50918 	 
54012 	 
62036 	 
72156 	 
75664 	 
80244 	 
85187 	 
85518 	 
88159 	 
134956 	 
522684 	 
