Total: 183
1111 	 .
1377 	 .
1641.5 	 ..
1767 	 ..
1885 	 ...
2081.6666666666665 	 ...
2351.5 	 ..
2484 	 ..
2654.6666666666665 	 ...
2879.5 	 ..
3330 	 .
3779.5 	 ..
3918.6 	 .....
4256.5 	 ..
4414 	 .
4555 	 .
4682.5 	 ..
4821.5 	 ..
5046.666666666667 	 ...
5167 	 .
5554.5 	 ..
5807 	 .
6017 	 .
6137 	 .
6257.5 	 ......
6456.333333333333 	 .........
6687.6 	 .....
6946.333333333333 	 ...
7189.142857142857 	 .......
7504 	 .
7629 	 ..
7810 	 ...
8357.666666666666 	 ...
9009 	 .
9125 	 .
9317 	 .
9782 	 .
9921 	 .
10312 	 .
10641.5 	 ..
11457 	 .
11713 	 ...
11878 	 ..
11991.4 	 .....
12122 	 .
12308.75 	 ....
12579 	 ......
12778 	 ...
13090.75 	 ....
13191 	 .
13343.666666666666 	 ...
13462.5 	 ..
13609 	 ..
13784 	 .
13938 	 ..
14105 	 .
14228 	 .
14422 	 ..
14975 	 .
15268 	 .
15380 	 .
15575 	 .
15790 	 .
15915 	 .
16050 	 .
16363 	 .
17173 	 .
17591 	 .
17753 	 .
17867 	 .
18304 	 .
19012.333333333332 	 ...
19793 	 .
22795 	 .
23833 	 .
25895 	 .
29495 	 .
35805 	 .
37550 	 .
38752 	 .
42769 	 .
43449.5 	 ..
45143 	 .
45452 	 .
49500 	 .
50953 	 .
53238 	 .
55609 	 .
56049 	 .
56610 	 ..
57525 	 .
60656 	 .
62651 	 .
63065 	 .
64826 	 .
71225 	 .
76030 	 .
82251 	 .
92947 	 .
96673 	 .
