Total: 275
40106 	 
43576 	 ..
45657 	 
47977.5 	 .
52628 	 
57349 	 
58906.333333333336 	 ..
62827 	 
65229 	 
67425 	 
74410 	 
78971 	 
81400 	 
84251 	 ..
86751.33333333333 	 ..
88587 	 
90216 	 .
95630.8 	 ...
99033.5 	 .
100970.5 	 ..
102590.5 	 .
104752 	 ..
106794 	 
108703.4 	 ...
110589.66666666667 	 ....
113352.88888888889 	 ......
114524 	 
115566 	 ....
117514 	 .....
119595.33333333333 	 ....
120816.33333333333 	 ..
121987 	 .
123170.8 	 ...
124268 	 ..
125460.5 	 .
126728.33333333333 	 ..
127765.125 	 .....
129204.25 	 ..
131050.66666666667 	 ..
132738.14285714287 	 .....
134055.5 	 .
135432.66666666666 	 ..
136571.2 	 ...
138769 	 ...
140451.5 	 .
141680.6 	 ...
143258.4 	 ...
144357.25 	 ..
146691.33333333334 	 ..
150295 	 ...
151974 	 .
154870.5 	 .
156072 	 .
157333 	 ..
158608.5 	 ....
160017.625 	 .....
161802.66666666666 	 ..
163113.5 	 .
164245.75 	 ..
165557 	 .....
167337 	 ..
168456 	 
169497 	 ..
170719 	 ..
173528.66666666666 	 ..
175350.2 	 ...
176453.75 	 ..
178617.25 	 ..
180750 	 ..
182540.25 	 ..
184981 	 
187053 	 
189597.5 	 .
191329 	 .
193987 	 .
195327.5 	 .
198283 	 
201834 	 .
203202 	 
206528 	 
215804.66666666666 	 ..
221478 	 
225291 	 
231473 	 
242819 	 
245120 	 
253845 	 
405234 	 
408673 	 
424771 	 
427845 	 
513094 	 
522830 	 
530016 	 
781434 	 
831377 	 
875983 	 
960349 	 
965825 	 
999238 	 
