Total: 171
27189 	 .
30632 	 .
32402 	 .
33700 	 .
35002 	 .
38705 	 .
40349 	 .
40989 	 .
42845 	 .
44915 	 ..
46804 	 .
49143 	 .
50054 	 ..
52031 	 .
52691 	 .
53394 	 .
54066 	 .
55181 	 .
57076 	 .
59587 	 ..
60730 	 .
61930 	 .
63630 	 .
64109 	 ...
64791 	 .
65362.5 	 ..
66070.5 	 ..
67364.33333333333 	 ...
67859 	 .
68433 	 .
68909 	 .
69382 	 .
70927 	 ..
71711.83333333333 	 .......
72768 	 ..
73398 	 ..
74313 	 .
75319.33333333333 	 ...
76240.5 	 ..
76977.5 	 ..
77950.75 	 ....
78787.66666666667 	 ...
79403 	 ...
80400.5 	 ..
81265 	 .
81720 	 .
82265.6 	 .....
83444 	 .
84204.5 	 ..
85399.5 	 ....
86172.5 	 ..
87061.5 	 ..
87789 	 ..
88488 	 .
89060 	 .
90025 	 .
90456.33333333333 	 ...
91158 	 .
92884.4 	 .....
93771.25 	 ....
94764 	 .
96173.5 	 ..
96732 	 .
97416.33333333333 	 ...
98060.66666666667 	 ...
99001 	 .
99610 	 ..
100644.5 	 ..
101103 	 ..
102052 	 ..
104073 	 .
105279 	 .
105925 	 ..
107002 	 ..
108023 	 .
109159 	 .
110015.5 	 ..
111095 	 .
111753 	 .
112642.66666666667 	 ...
113386 	 .
114629 	 .
115797.4 	 .....
117034 	 .
118500 	 .
119380.5 	 ..
120665 	 ..
121472 	 ..
122171.5 	 ..
124854 	 .
131182 	 .
132371 	 .
139640 	 .
140345 	 .
145986 	 .
147906 	 .
150383 	 .
159666 	 .
167690 	 .
438594 	 .
