Total: 152
4891 	 .
5185 	 .
5382 	 ..
5528.666666666667 	 ...
5680 	 .
6046 	 .
6707 	 .
7431 	 ...
7570 	 .
7962 	 .
8684 	 ..
8928.5 	 ..
9251 	 .
9456.333333333334 	 ...
9705 	 .
9957 	 ...
10147 	 ..
10306 	 .
10522 	 .
11969 	 .
12351.5 	 ..
12917 	 .
14220 	 .
15608 	 .
15912.5 	 ..
16216 	 .
16366.5 	 ..
16493 	 .
17178.666666666668 	 ...
17798 	 ...
18123 	 .
18685 	 .
19270 	 .
19664 	 .
19803 	 .
19945 	 .
20331 	 .
20768 	 ..
22337 	 ..
22756 	 .....
22974 	 .
23366.5 	 ..
23644 	 ..
23978 	 ..
24202 	 .
24326 	 .
25541.5 	 ..
26159 	 .
26367 	 .
26726 	 .
27161 	 .
27588 	 ..
27739 	 .
27892 	 .
28233 	 ..
28371 	 ..
28492 	 .
28691 	 ..
29273 	 .
29439 	 .
29935.333333333332 	 ...
30392 	 .
30626 	 .
30797 	 .
30909 	 .
31150 	 ..
31632 	 .
32036 	 .
32345 	 .
32684 	 .
32912 	 .
33047.5 	 ..
33336.5 	 ..
33637 	 .
33821 	 .
34020.666666666664 	 ...
34592.333333333336 	 ...
35482 	 .
35927 	 ..
36288 	 ..
36407 	 .
37325 	 ..
37664 	 .
38082 	 ..
38313.5 	 ..
39025.75 	 .....
39838 	 .
41498 	 .
41974 	 .
42216 	 .
46135 	 .
49113.333333333336 	 ...
50780 	 .
51608 	 .
54810 	 .
59183 	 .
60487 	 .
62606 	 ..
70926 	 .
103253 	 .
