Total: 171
15128 	 .
21178 	 .
22274 	 .
23187 	 .
24894 	 .
27304 	 .
27711 	 .
29001 	 ..
30931 	 .
31423 	 ..
31928 	 .
33551 	 .
34084 	 .
34818 	 .
35195 	 .
36773 	 .
37519 	 ..
38130 	 ..
38637.333333333336 	 ...
39656 	 .
40102 	 .
41825 	 ..
42761 	 ...
43185 	 .
43910 	 ...
44512 	 ..
44912.333333333336 	 ...
45857 	 .
47073 	 .
47407 	 .
47875 	 ..
48218 	 .
48810.5 	 ..
49204 	 ..
49748 	 .
50228 	 .
50996 	 ..
51417 	 ..
51987 	 ..
52918 	 ..
53285 	 ..
55133.333333333336 	 ...
55673.2 	 .....
56060 	 .
56622.666666666664 	 ...
57227.333333333336 	 ...
57655 	 ..
58349.5 	 ..
59339 	 .
59822 	 ...
60765 	 .
61105 	 ..
61959.5 	 ..
62637.333333333336 	 ...
62967 	 .
64029.75 	 ....
64658 	 .
65179 	 .....
65638 	 .
66169 	 .
66760 	 ..
67386.75 	 ....
68081 	 ...
68694.33333333333 	 ...
69352 	 ..
70344 	 .
71088 	 .
72155 	 ..
73687 	 .
74091 	 .
74663 	 .
75489 	 .
75896 	 ...
76828 	 .
77379 	 .
77694 	 .
78442 	 .
79230 	 .
80076 	 .
81294.5 	 ..
82360 	 .
82842 	 ..
83850.66666666667 	 ...
84530 	 ....
86696.33333333333 	 ...
88590.5 	 ..
89056 	 .
89734 	 .
91260 	 .
92044 	 .
93453.5 	 ..
94964 	 .
99766 	 .
108795 	 .
110475 	 .
115935.5 	 ..
118388 	 .
122148 	 .
139945 	 .
298099 	 .
