Total: 182
1862 	 .
2001 	 .
2128 	 .
2634 	 .
3055.5 	 ..
3336 	 .
3643 	 ..
3770.75 	 ....
3872 	 .
3975 	 .
4380 	 .
4611 	 .
4977 	 .
5899 	 .
6128 	 ..
6330 	 .
6406 	 .
6561.5 	 ......
6649.333333333333 	 ...
6725.333333333333 	 ......
6847.8 	 .....
6950.75 	 ....
7009 	 .
7095 	 .
7205 	 .
7335.333333333333 	 ...
7437 	 .
7706 	 .
7907 	 .
8217 	 .
8276 	 .
9491 	 .
9921 	 .
10081.5 	 ..
10345 	 .
10479 	 .
10536 	 .
11109 	 .
11283.666666666666 	 ...
11429 	 .
11501 	 ..
11578 	 .
11820 	 .
11911 	 ...
12019.5 	 ..
12118.25 	 ....
12215.285714285714 	 .......
12304.625 	 ........
12407 	 .
12471.5 	 ..
12576.333333333334 	 ...
12645 	 ....
12768 	 ..
12854.5 	 ..
12913 	 .
13061 	 ...
13141 	 ....
13242 	 ....
13348 	 ..
13501.25 	 ....
13635 	 .
13774 	 .
14047 	 .
14130 	 .
14249.5 	 ..
14335 	 .
14433 	 .
14527 	 .
14677 	 ...
15023 	 .
15156 	 .
15293 	 .
15385 	 ..
15463 	 .
15577 	 .
15700 	 .
15777 	 ....
15889 	 ..
16217 	 .
16324.5 	 ..
16470 	 .
16589 	 ..
16765 	 ..
16839 	 .
17183 	 .
17528 	 .
17860 	 ..
18589 	 .
18907 	 .
19098 	 .
19329 	 .
19957 	 .
20136 	 .
20621 	 .
20840 	 .
20926 	 .
23308 	 .
26582 	 .
44436 	 .
145926 	 .
