Total: 336
4494 	 
4788.5 	 .
5197 	 
5596 	 
6015 	 
6588.5 	 .
6833 	 
7754 	 .
8224 	 
8618.333333333334 	 .
8991 	 
9743 	 
10243 	 
10617 	 
11065 	 
11493 	 
11782 	 
12962 	 
13751 	 .
14266.833333333334 	 ...
14637 	 .
14885.666666666666 	 .
15214.8 	 ..
15681.8 	 ..
16099.75 	 ..
16417 	 
16771.5 	 .
17325 	 
17622.5 	 .
18072 	 
18454 	 .
18805.25 	 ..
19271.5 	 ..
19658.571428571428 	 ....
19925.11111111111 	 .....
20176 	 .
20438 	 .....
20829.8 	 .....
21077.5 	 ...
21381.6 	 ..
21807 	 .
22061.75 	 ..
22412.666666666668 	 ...
22797.75 	 ..
23059.2 	 ..
23383 	 
23667 	 
24012.333333333332 	 .
24446.14285714286 	 ....
24711 	 .
25079.833333333332 	 ...
25449.833333333332 	 ...
25998.714285714286 	 ........
26412.5 	 ....
26844 	 .......
27425.375 	 ....
27742.444444444445 	 .....
28085.3 	 .....
28536.333333333332 	 .
28890.2 	 ..
29350 	 .....
29818.222222222223 	 .....
30102.88888888889 	 .....
30625.333333333332 	 .
30913.5 	 .
31152 	 ..
31396.5 	 ...
31721 	 .
32000.4 	 ..
32385 	 ...
32977.5 	 ..
33477 	 .
33788.666666666664 	 .
34114 	 .
34657.8 	 ..
35475 	 
36120 	 
36479.666666666664 	 .
36895.5 	 .
37127 	 
37968 	 
38408.5 	 .
38938 	 
39512 	 
40101 	 
40491 	 
41566 	 
42184 	 
42753 	 
44177 	 
44767 	 
49301 	 
69998 	 
79893 	 
83873 	 
105995 	 
114863 	 
115167 	 
130865 	 
208926 	 
