Total: 275
33335 	 .
35770 	 ..
39537 	 .
42125 	 
46845 	 
47905 	 
49868.666666666664 	 ..
51180 	 
56542 	 
59245 	 
63191 	 
64466 	 
65698 	 
66992.5 	 .
68546 	 .
70395 	 .
71986 	 ..
75379 	 
76811 	 ..
78873.5 	 .
80080.71428571429 	 .....
81402 	 .
83071 	 ...
85596.33333333333 	 ..
86834.16666666667 	 ....
88848 	 ..
90081.8 	 ...
91934.55555555556 	 ......
92850 	 ..
94265.16666666667 	 ....
95268.5 	 .
96254.14285714286 	 .....
97880.8 	 ...
99336 	 ..
101060 	 ....
102248.33333333333 	 ..
103279 	 ..
105233.75 	 ..
106510.2 	 ...
107472.25 	 ..
108383.75 	 ..
109701 	 ..
110881 	 ..
112176 	 .
113399.8 	 ...
115674.16666666667 	 ....
117009 	 ..
119383 	 ...
120933.5 	 ..
122338 	 
123664.5 	 ..
124908.5 	 ..
126177.25 	 ..
127343.75 	 ..
129143.5 	 ..
130214 	 .
131618.66666666666 	 ....
132937.8 	 ...
134670.7142857143 	 .....
136285.6 	 ...
137343.5 	 ..
138904.66666666666 	 ..
140210 	 .
141487.5 	 .
142966 	 ...
143880.5 	 .
145054.66666666666 	 ..
146787.8 	 ...
148093 	 
149510 	 .
150777.66666666666 	 ..
152249 	 
156582 	 ..
158346 	 
160394 	 
162565 	 
166285 	 
169293 	 
171128 	 
172947 	 ..
175957 	 
181853 	 
183636 	 
191522 	 
201787 	 
204657 	 
217347 	 
333078 	 
336612 	 
342658 	 
353299 	 
386817 	 
427576 	 
449772 	 
483775 	 
727422 	 
769341 	 
864282 	 
884685 	 
918817 	 
