Total: 336
18992 	 
21153 	 
22869.5 	 .
24949 	 
25936 	 .
27269 	 
30475 	 .
31959.333333333332 	 .
33919 	 
35922 	 
37760.5 	 .
42224 	 
44606 	 .
48912 	 
52458 	 
54154 	 
56051 	 
58145 	 
59901 	 .
61763.25 	 ..
64157 	 
65445.5 	 .
67769 	 
70006 	 
71563.5 	 .
73033.66666666667 	 .
73971.5 	 .
75067.25 	 ..
76092.33333333333 	 .
77446.83333333333 	 ...
79025.85714285714 	 ....
80209 	 ..
81466.33333333333 	 .....
83478 	 .
84943.08333333333 	 .......
86208.75 	 ..
87462.58333333333 	 .......
88981 	 ....
89975.25 	 ..
91671.27272727272 	 ......
93002.16666666667 	 ...
94080.33333333333 	 .....
95011 	 ....
96051.14285714286 	 ....
97312.4 	 ..
98651 	 
99917.46153846153 	 .......
101789.8 	 .....
102761.66666666667 	 .
103669.57142857143 	 ....
105779.6 	 ..
106966.81818181818 	 ......
108870.33333333333 	 .
109915.875 	 ....
112122.14285714286 	 ....
113624 	 ..
115091.25 	 ....
116811.125 	 ....
118291.25 	 ..
119604.66666666667 	 .
120789.5 	 .
122846.16666666667 	 ...
124348 	 
125208 	 
126175 	 .
128566.5 	 .
129769 	 ..
131052.66666666667 	 .
132283.33333333334 	 .
133874.75 	 ..
135287.5 	 .
137362.33333333334 	 .
139374.4 	 ..
140773 	 .
141814 	 
144546 	 
146220.5 	 .
148023.33333333334 	 .
149492.33333333334 	 .
153456 	 
155285.5 	 .
157402 	 
159899 	 
160797 	 
163099 	 .
165241 	 
167893.5 	 .
179041.5 	 .
180125 	 
190969 	 .
194026 	 
217432 	 
222182 	 
311194 	 
339421 	 
401791 	 
475467 	 
501658 	 
612832 	 
852500 	 
