Total: 336
25788.5 	 .
30418.333333333332 	 .
33003 	 .
35032 	 
39178 	 ..
44263.5 	 .
45391 	 
48522 	 
55652 	 .
57136 	 
58983 	 
68318 	 
70169 	 
71828 	 
78732.5 	 .
80385 	 .
82077 	 
84790.5 	 .
87030.66666666667 	 .
89046.5 	 .
91573.5 	 .
92696.25 	 ..
93980.5 	 .
95084 	 
96776.875 	 ....
98240.66666666667 	 .
99464 	 
100653.75 	 ..
102085 	 
104364 	 .....
106026.6 	 ..
107414.5 	 ...
108648.25 	 ....
109920.4 	 ..
111668.77777777778 	 .....
113345.83333333333 	 .......
115142.66666666667 	 .......
116506.33333333333 	 ...
118211.71428571429 	 ........
121010.11111111111 	 .....
122701 	 ..
124393.66666666667 	 .
125668.66666666667 	 .....
127399.90909090909 	 ......
129356.2 	 ..
130885 	 .
132389.66666666666 	 .......
134110.33333333334 	 .
135193.16666666666 	 .......
136535 	 ..
137962.16666666666 	 ...
139872.33333333334 	 .
141221.5 	 ..
142545.66666666666 	 .
144501.75 	 ..
145856 	 
147018 	 
148271.66666666666 	 .
150533.625 	 ....
151939.75 	 ..
153193 	 ..
154671.5 	 .
155796 	 .
157654.66666666666 	 .
160122 	 ..
161355 	 .
163221 	 ..
164759 	 ..
166136 	 .
167966.5 	 .
169910.75 	 ..
171577 	 
173483 	 .
174562 	 
178406.5 	 .
179788 	 
183777 	 
185380 	 
186788.5 	 .
190059.5 	 .
191736 	 .
194319 	 .
199379 	 
201749 	 
204385 	 
208861 	 
210685 	 
217252 	 
223739.5 	 .
250916 	 
260765 	 
266949 	 
358074 	 
423294 	 
426057 	 
507786 	 
539977 	 
590634 	 
692725 	 
983365 	 
